公司编码,店铺编码,合同开始日,营业年月,销售额(减退货前销售额(税拔)),纯销售额(减退货后的销售额(税拔)),纯销售额(税入),纯销售额(17％),纯销售额(13％),纯销售额(6％),纯销售额(3％),纯销售额(0%),纯销售增值税(17%),纯销售增值税(13％),纯销售增值税(6%),纯销售增值税(3％),纯销售增值税(合計),入金1名称,入金1,入金2名称,入金2,入金3名称,入金3,入金4名称,入金4,入金5名称,入金5,入金6名称,入金6,入金7名称,入金7,入金8名称,入金8,入金9名称,入金9,入金10名称,入金10,入金-合计收入,出金1名称,出金1,出金2名称,出金2,出金3名称,出金3,出金4名称,出金4,出金5名称,出金5,出金6名称,出金6,出金7名称,出金7,出金8名称,出金8,出金9名称,出金9,出金10名称,出金10,出金-合计,现金溢缺,售价变更2-1,售价变更2-2,售价变更3-1(售价),售价变更3-2(售价),售价变更3-3(售价),售价变更3-1(进价),售价变更3-2(进价),售价变更3-3(进价),进货进价(商品),进货进价(消耗品),商品进货原价,入金预定额月合計,盘点损溢进价(不含税),月末库存进价(不含税),盘点损溢售价(不含税),月末库存售价(不含税),成本率,营业天数,服务商品进款合计,日均销售额,销售额(原价算入),纯销售额(原价算入),纯销售增值税(原价算入),进货进价(原价算入),月末库存进价(不含税)(原价算入),送信日,月初库存进价(不含税),月初库存售价(不含税),月初库存进价(不含税)(原价算入),期间销售净额,售价变更1-2,售价变更3-1(进价)（DEPT指定）,售价变更3-2(进价)（DEPT指定）,纯销售额(17％)(原价算入),纯销售额(13％)(原价算入),纯销售额(6％)(原价算入),纯销售额(3％)(原价算入),纯销售额(0％)(原价算入),纯销售增值税(17％)(原价算入),纯销售增值税(13％)(原价算入),纯销售增值税(6％)(原价算入),纯销售增值税(3％)(原价算入)
01,1589,20160101,201603,211107.70,210891.84,246249.01,204269.79,4899.95,0,0,1722.10,34718.72,638.45,0,0,35357.17,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,107.33,0,0,7106.29,180.15,0,4607.28,132.54,0,103462.57,939.25,62930,216885.20,0,151553.77,0,205995.49,73.57,31,31704.67,6802.96,0,0,0,0,0,20160418,145381.39,197485.33,0,0,1569.37,4607.28,132.54,0,0,0,0,0,0,0,0,0
01,1590,20101012,201603,194003.20,192165.45,224531.42,185613.42,6359.03,0,0,193,31539.10,826.87,0,0,32365.97,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,59.33,0,0,5443.47,114.60,0,3533.02,83.92,0,89924.28,365.13,70053.54,174218.53,-1062.56,121753.42,-1451.03,166265.76,73.23,31,42714.07,6198.89,0,0,0,0,0,20160418,105771.41,144754.13,0,396993.83,1022.13,3533.02,83.92,0,0,0,0,0,0,0,0,0
01,1592,20131101,201603,428291.66,415085.64,484993.51,403591.56,10115.68,0,0,1378.40,68586.15,1321.72,0,0,69907.87,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,88.96,0,0,12346.85,620.52,0,7840.01,451.74,0,212696.98,1033.71,91814.92,374505.74,0,160768.80,0,220844.15,72.80,31,38345,13389.86,0,0,0,0,0,20160418,164524.55,224877.98,0,0,2740.50,7840.01,451.74,0,0,0,0,0,0,0,0,0
01,1593,20110401,201603,443513.16,443033.32,517446.35,426734.53,14415.39,0,0,1883.40,72536.82,1876.21,0,0,74413.03,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,84.89,0,0,11646.43,770.41,0,7422.26,553.92,0,252458.49,1930.99,63120.21,365266.04,842.93,163599.95,1172.37,227539.45,71.90,31,14527.70,14291.40,0,0,0,0,0,20160418,171440.97,236751.47,0,1269268.10,2644.44,7422.26,553.92,0,0,0,0,0,0,0,0,0
01,1595,20141101,201603,406489.03,405236.43,473118.31,390804.54,11278.29,0,0,3153.60,66411.87,1470.01,0,0,67881.88,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,400.92,0,0,13012.65,922.46,0,8223.23,682.44,0,198278.51,1370.02,97180.43,491281.69,0,140865.39,0,190414.99,73.98,31,138624.36,13072.14,0,0,0,0,0,20160418,152614.13,205535.10,0,0,1433.53,8223.23,682.44,0,0,0,0,0,0,0,0,0
01,1596,20110216,201603,98604.43,97629.97,113991.61,92606.63,4762.04,0,0,261.30,15740.88,620.76,0,0,16361.64,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,6264.83,341.14,0,3996.22,249.41,0,62221.46,643.22,0,111659.78,0,200560.58,0,274323.02,73.11,31,41017.07,3149.35,0,0,0,0,0,20160418,213186.24,289057.47,0,0,1177.62,3996.22,249.41,0,0,0,0,0,0,0,0,0
01,1598,20110221,201603,218809.52,218792,255742.30,213400.42,5302.88,0,0,88.70,36260.38,689.92,0,0,36950.30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,79.50,0,0,4401.11,576.70,0,2804.81,408.07,0,113901.56,1140.86,34905.71,149410.40,0,180228.92,0,254691.93,70.76,31,12235,7057.81,0,0,0,0,0,20160418,187636.67,263345.65,0,0,1457.79,2804.81,408.07,0,0,0,0,0,0,0,0,0
01,1601,20110422,201603,250777.45,250286.46,292393.30,245252.50,3233.66,0,0,1800.30,41685.40,421.44,0,0,42106.84,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,134.50,0,0,5327.18,0.85,0,3399.35,0.66,0,72299.91,361.11,87472.81,258772.20,-178.52,202708.62,-228.61,259579.01,78.09,31,12686.10,8073.76,0,0,0,0,0,20160418,240226.30,305893.73,0,727078.32,1117.57,3399.35,0.66,0,0,0,0,0,0,0,0,0
01,1606,20110808,201603,191921.99,191763.45,223972.91,186868.69,3459.46,0,0,1435.30,31758.62,450.84,0,0,32209.46,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,-34,0,0,5708.27,500.41,0,3694.92,379.16,0,76163.98,864.08,84101.94,232516.80,0,132191.45,0,174474.70,75.77,31,41888.68,6185.92,0,0,0,0,0,20160418,122237.60,161738.08,0,0,1095.14,3694.92,379.16,0,0,0,0,0,0,0,0,0
01,1607,20110818,201603,205698.12,205508.03,239842.82,197906.52,5395.91,0,0,2205.60,33631.70,703.09,0,0,34334.79,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,-60.56,0,674.07,9971.12,590.59,0,6462.30,404.20,0,145022.90,1421.43,0,185519.70,0,93261.09,0,136272.31,68.44,31,20327.95,6629.29,0,0,0,0,0,20160418,94282.42,136659.61,0,0,1472.50,6462.30,404.20,0,0,0,0,0,0,0,0,0
01,1609,20110907,201603,46260.33,46247.21,54033.30,44517.44,1681.77,0,0,48,7567.36,218.73,0,0,7786.09,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,86.79,0,0,3378.75,147.05,0,2212.09,99.04,0,-142553.55,80.51,4113.62,29703.59,4765.22,0,7074.88,0,67.35,12,1607.30,3853.93,0,0,0,0,0,20160418,164738.76,226960.10,0,49901.10,311.71,2212.09,99.04,0,0,0,0,0,0,0,0,0
01,1611,20111124,201603,28734.29,28730.87,33603.30,28532.25,198.62,0,0,0,4846.55,25.88,0,0,4872.43,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,30,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,30,23.16,0,119.20,2296.98,308.07,0,1513.34,207.33,0,19929.91,700.87,0,24672.48,1235.50,29640.64,1835.68,44039.35,67.30,23,2762.72,1249.17,0,0,0,0,0,20160418,31696.11,46905.15,0,74787.56,364.15,1513.34,207.33,0,0,0,0,0,0,0,0,0
01,1612,20120324,201603,251808.46,251712.20,293797.72,234562.45,17107.75,0,0,42,39843.37,2242.15,0,0,42085.52,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,66.93,0,0,4777.78,740.59,0,3059.04,497.23,0,172436.69,688.66,0,202901.21,0,29722.63,0,44271.55,67.14,31,4654.97,8119.75,0,0,0,0,0,20160418,28902.33,42962.68,0,0,4470.76,3059.04,497.23,0,0,0,0,0,0,0,0,0
01,1613,20111013,201603,349882.84,348894.53,406752.92,330623.63,12837.80,0,0,5433.10,56186.29,1672.10,0,0,57858.39,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,146.29,0,0,6456.68,1276.49,0,4182.44,884.74,0,241928.59,1354.56,0,318151.41,0,135682.69,0,195751.05,69.31,31,50806.99,11254.66,0,0,0,0,0,20160418,138545.45,199155.13,0,0,5560.70,4182.44,884.74,0,0,0,0,0,0,0,0,0
01,1618,20111123,201603,433868.26,433224.33,506194.88,417913.82,14995.21,0,0,315.30,71018.06,1952.49,0,0,72970.55,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-364.19,0,0,21462.84,1982.91,0,13651.27,1382.68,0,261304.93,3715.07,85020.60,294582.60,14350.81,163736.42,20581.36,234824.31,69.73,31,51175.29,13974.98,0,0,0,0,0,20160418,150290.81,216187.29,0,576901.32,2797.41,13651.27,1382.68,0,0,0,0,0,0,0,0,0
01,1622,20111230,201603,249985.63,249606.90,291369.91,237466.81,10863.39,0,0,1276.70,40350.60,1412.41,0,0,41763.01,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,90,,0,,0,,0,,0,,0,,0,,0,,0,,0,90,0.91,0,0,10349.47,344.28,0,6787.33,233.80,0,171275.30,2045.66,0,135134.60,0,117090.64,0,172430.98,67.91,31,17434.29,8051.84,0,0,0,0,0,20160418,120321.12,175997.87,0,0,1989.08,6787.33,233.80,0,0,0,0,0,0,0,0,0
01,1625,20111230,201603,144596.68,144250.32,168195.42,138117.16,3649.46,0,0,2483.70,23470.06,475.04,0,0,23945.10,废纸箱收入,14,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,14,营业用消耗品,0,电话费,0,清扫费,280,其他杂费,60,,0,,0,,0,,0,,0,,0,340,-85.21,0,647.54,7682.26,460.01,0,4875.49,310.74,0,104409.49,1437.50,0,163058.38,0,96015.87,0,142140.86,67.55,31,47072.59,4653.24,0,0,0,0,0,20160418,93937.76,138845.75,0,0,1043.14,4875.49,310.74,0,0,0,0,0,0,0,0,0
01,1628,20111227,201603,579971.98,578758.76,675877.59,554683.66,21989.40,0,0,2085.70,94255.63,2863.20,0,0,97118.83,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-118.37,0,0,6981.34,1473.07,0,4405.41,1083,0,288185.45,1775.92,41958.34,429053.42,0,284896.60,0,387522.16,73.52,31,38487.26,18669.64,0,0,0,0,0,20160418,369973.75,492235.76,0,0,4224.38,4405.41,1083,0,0,0,0,0,0,0,0,0
01,1629,20111228,201603,86182.03,86160.14,100593.20,81777.09,4148.15,0,0,234.90,13889.01,544.05,0,0,14433.06,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,136.23,0,0,635.53,68.84,0,409.94,49.03,0,49308.60,254.87,22803.52,74251.03,0,73725.44,0,103520.07,71.22,31,1477.80,2779.36,0,0,0,0,0,20160418,63947.34,90303.24,0,0,752.61,409.94,49.03,0,0,0,0,0,0,0,0,0
01,1630,20111228,201603,376561.53,376385.47,439515.80,359214.41,16087.76,0,0,1083.30,61031.29,2099.04,0,0,63130.33,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,170.08,0,0,10648.91,212.17,0,6853.71,155.95,0,184806.39,1090.84,126888.66,189622.92,0,144562.26,0,196692.45,73.50,23,9200.64,16364.59,0,0,0,0,0,20160418,116992.61,159055.03,0,0,1234.96,6853.71,155.95,0,0,0,0,0,0,0,0,0
01,1631,20120801,201603,119199.13,118883.86,138677.93,111748.47,6171.99,0,0,963.40,18988.26,805.81,0,0,19794.07,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,-5.69,0,691.16,4745.46,497.60,0,3030.78,341.15,0,80945.53,456.33,0,129642.60,0,50971.01,0,74343.38,68.56,31,35747.89,3834.96,0,0,0,0,0,20160418,54837.70,80011.23,0,0,1594.60,3030.78,341.15,0,0,0,0,0,0,0,0,0
01,1636,20120115,201603,173460.62,173435.49,202769.62,169738,3697.49,0,0,0,28851.92,482.21,0,0,29334.13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,2164.35,55.44,0,1402.14,39.84,0,88078.28,985.65,33108.28,106842.70,3030.40,98335.64,4216.72,136831.36,71.87,31,9057.50,5594.69,0,0,0,0,0,20160418,106464.09,148210.77,0,420566.73,1612.85,1402.14,39.84,0,0,0,0,0,0,0,0,0
01,1637,20120210,201603,163548.60,163536.72,190918.90,158510.50,3379.02,0,0,1647.20,26941.70,440.48,0,0,27382.18,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,20,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,20,128.33,0,0,4928.80,418.86,0,3128.64,305.31,0,89960.33,670.80,33767.80,152276.20,-928.29,115198.62,-1273.48,158035.80,72.89,31,22353.77,5275.38,0,0,0,0,0,20160418,111515.78,151711.01,0,462710.28,2610.35,3128.64,305.31,0,0,0,0,0,0,0,0,0
01,1649,20120508,201603,144826.28,144587.49,168828.32,136933.48,7446.21,0,0,207.80,23269.34,971.49,0,0,24240.83,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-26.81,0,0,4284.78,908.33,0,2740.12,660.17,0,74038.26,931.12,28484.98,135348.81,0,72358.95,0,99562.24,72.68,31,57005.41,4664.11,0,0,0,0,0,20160418,76848.57,105076.40,0,0,2610.28,2740.12,660.17,0,0,0,0,0,0,0,0,0
01,1651,20120523,201603,276479.31,276356.33,323091.31,270584.51,5771.82,0,0,0,45981.20,753.78,0,0,46734.98,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,68.09,0,0,6236.26,368.84,0,4027.97,249.19,0,195866.77,2149.40,0,246540.21,9432.30,35004.77,13960.81,51810.79,67.56,31,3720.71,8914.72,0,0,0,0,0,20160418,40668.53,60458.01,0,507877.91,2387.76,4027.97,249.19,0,0,0,0,0,0,0,0,0
01,1652,20120523,201603,319147.59,318769.63,372521.11,309863.47,8145.36,0,0,760.80,52688.94,1062.54,0,0,53751.48,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-565.43,0,0,10839.53,651.61,0,6893.74,450.07,0,227340.46,1967.03,0,281370.31,-4125.88,64350.65,-5973.09,93161.22,69.07,31,7410.62,10282.89,0,0,0,0,0,20160418,66823.87,98488.81,0,979100.45,2156.43,6893.74,450.07,0,0,0,0,0,0,0,0,0
01,1655,20120530,201603,394074.08,394036.81,460094.05,376463.17,16067.54,0,0,1506.10,63963.98,2093.26,0,0,66057.24,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,213.13,0,0,12829.54,466.31,0,7999.72,314.76,0,270828.50,1625.43,0,288319.37,0,53458.84,0,79202.15,67.50,31,37119.90,12710.86,0,0,0,0,0,20160418,56668.83,83847.87,0,0,6046.59,7999.72,314.76,0,0,0,0,0,0,0,0,0
01,1657,20120518,201603,47983.24,47979.82,56062.10,46667.54,1156.38,0,0,155.90,7931.76,150.52,0,0,8082.28,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,210,,0,,0,,0,,0,,0,,0,210,-127.48,0,0,2253.76,67.26,0,1453.95,47.57,0,-271381.59,0,0,36117.12,16280.84,0,23021.09,0,70.72,4,1672.26,11994.96,0,0,0,0,0,20160418,299261.18,407814.45,0,712122.14,235.70,1453.95,47.57,0,0,0,0,0,0,0,0,0
01,1658,20120520,201603,514144.83,513926.01,600641.71,502714.20,9871.91,0,0,1339.90,85428.11,1287.59,0,0,86715.70,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,141.04,0,0,8246.88,1431.73,0,5040.96,1019.68,0,282616.01,1915.74,76973.54,439012.20,-3547.24,227621.61,-4980.35,319582.41,71.22,31,40955.40,16578.26,0,0,0,0,0,20160418,228352.57,316283.93,0,1343489.11,6861.33,5040.96,1019.68,0,0,0,0,0,0,0,0,0
01,1661,20120706,201603,314741.87,314622.63,367686.09,304661.38,9961.25,0,0,0,51763.91,1299.55,0,0,53063.46,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,159.37,0,0,11839.90,403.41,0,7573.88,281.58,0,186832.10,2336.93,44526.54,253655.12,0,131004.54,0,187691.51,69.80,31,14768.65,10149.12,0,0,0,0,0,20160418,126142.24,180106.97,0,0,1688.90,7573.88,281.58,0,0,0,0,0,0,0,0,0
01,1662,20120802,201603,196250.33,196029.83,228872.51,189255.88,5218.65,0,0,1555.30,32163.03,679.65,0,0,32842.68,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,其他杂费,50,,0,,0,,0,,0,,0,,0,50,-7.50,0,0,5754.36,465.20,0,3608.85,311.96,0,131690.88,1725.64,0,148239.80,0,70166.86,0,104635.14,67.06,31,10416.10,6323.54,0,0,0,0,0,20160418,72268.98,106936.67,0,0,1641.69,3608.85,311.96,0,0,0,0,0,0,0,0,0
01,1663,20160201,201603,160369.30,160306.39,186839.41,150314.08,7611.31,0,0,2381,25541.43,991.59,0,0,26533.02,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,180.89,0,0,6380.45,601.88,0,4105.80,423.78,0,117941.45,1545.05,0,174020.60,0,63651.77,0,90400.06,70.41,31,56496.90,5171.17,0,0,0,0,0,20160418,61844.81,87254.19,0,0,1927.56,4105.80,423.78,0,0,0,0,0,0,0,0,0
01,1666,20150601,201603,409053.27,408131.12,476244.22,389116.11,15370.81,0,0,3644.20,66108.21,2004.89,0,0,68113.10,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,480.08,0,0,5857.92,646.97,0,3723.42,440.39,0,283174.10,2118.78,0,361208.30,0,100031.20,0,146960.12,68.07,31,19825.78,13165.52,0,0,0,0,0,20160418,97741.38,143364.36,0,0,2946.38,3723.42,440.39,0,0,0,0,0,0,0,0,0
01,1667,20120723,201603,182122.30,182053.15,211675.70,172314.06,2587.29,0,0,7151.80,29285.64,336.91,0,0,29622.55,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,4.90,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,4.90,94.60,0,0,6788.15,361.12,0,4341.63,252.50,0,120148.73,424.96,0,181552.70,0,77198.65,0,110406.02,69.92,31,2674.30,5872.68,0,0,0,0,0,20160418,88342.75,125899.25,0,0,3303.28,4341.63,252.50,0,0,0,0,0,0,0,0,0
01,1668,20120725,201603,282455.87,282061.67,328606.21,262952.23,14231.14,0,0,4878.30,44691.58,1852.96,0,0,46544.54,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,60,电话费,0,清扫费,100,其他杂费,30,,0,,0,,0,,0,,0,,0,190,-223.72,0,0,6497.87,163.08,0,4061.89,115.09,0,232215.32,3155.74,50057.77,210732.70,0,195851.72,0,277520.44,70.57,31,32657.02,9098.76,0,0,0,0,0,20160418,117352.54,166352.50,0,0,1184.85,4061.89,115.09,0,0,0,0,0,0,0,0,0
01,1669,20150901,201603,318986.57,318716.93,372360.93,306601.59,11832.74,0,0,282.60,52101.44,1542.56,0,0,53644,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,127.89,0,0,12941.59,587.60,0,8354.16,418.19,0,165298.38,2111.12,62293.66,279279.90,0,99035.24,0,139157.57,71.17,31,28741.16,10281.19,0,0,0,0,0,20160418,105636.23,147827.13,0,0,2315.09,8354.16,418.19,0,0,0,0,0,0,0,0,0
01,1671,20120815,201603,203601.17,202004.87,235831.25,195517.46,4595.71,0,0,1891.70,33228.19,598.19,0,0,33826.38,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-82.82,0,0,10350.55,587.64,0,6546.40,436.50,0,114145.25,31.96,57389.28,220854.10,0,147055.86,0,197967.84,74.28,31,67088,6516.29,0,0,0,0,0,20160418,133683.57,180230.18,0,0,1599.69,6546.40,436.50,0,0,0,0,0,0,0,0,0
01,1672,20120816,201603,193659.12,193589.67,226207.01,186952.58,6497.19,0,0,139.90,31770.03,847.31,0,0,32617.34,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,41.49,0,0,7194.47,837.07,0,4569.89,585.70,0,126332.04,1270.09,27548.27,127877.50,0,128377.76,0,183477.01,69.97,31,863.80,6244.83,0,0,0,0,0,20160418,114670.85,163637.83,0,0,2352.52,4569.89,585.70,0,0,0,0,0,0,0,0,0
01,1676,20120830,201603,141561.12,141351.82,165009.02,135294.20,5089.22,0,0,968.40,22993.42,663.78,0,0,23657.20,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,30,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,30,95.79,0,0,7504.14,593.12,0,4785.62,409.31,0,95445.23,969.09,0,116028.74,0,49238.18,0,71350.69,69.01,31,11529,4559.74,0,0,0,0,0,20160418,56198.12,81268.35,0,0,1408.31,4785.62,409.31,0,0,0,0,0,0,0,0,0
01,1677,20140501,201603,525267.66,524835.77,611988.32,495216.69,23022.38,0,0,6596.70,84156.13,2996.42,0,0,87152.55,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,203.86,0,0,12382.02,1508.64,0,7853.85,1066.16,0,318366.49,1694.02,32629.42,350698.70,0,158840.60,0,224778.15,70.67,31,19562.57,16930.19,0,0,0,0,0,20160418,182434.94,256001.97,0,0,4936.44,7853.85,1066.16,0,0,0,0,0,0,0,0,0
01,1678,20151201,201603,267240.33,267023.70,311990.60,259685.24,6458.06,0,0,880.40,44126.16,840.74,0,0,44966.90,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,543.76,0,0,5851.85,541.12,0,3742.86,358.49,0,173792.51,1732.66,0,203464.90,0,58530.39,0,88353.90,66.25,31,27312.89,8613.67,0,0,0,0,0,20160418,64983.92,97915.12,0,0,2462.98,3742.86,358.49,0,0,0,0,0,0,0,0,0
01,1680,20120912,201603,194097.58,193973.88,226385.67,183600.51,9339.17,0,0,1034.20,31197.56,1214.23,0,0,32411.79,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,32.73,0,0,7631.59,1175.85,0,4847.73,793.35,0,131522,1375.16,0,83111.30,0,60832.87,0,90164.85,67.47,31,13624.90,6257.22,0,0,0,0,0,20160418,64487.85,95233.37,0,0,2866.86,4847.73,793.35,0,0,0,0,0,0,0,0,0
01,1686,20151101,201603,325545.09,323486.18,377763.41,311515.46,10183.42,0,0,1787.30,52948.75,1328.48,0,0,54277.23,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-176.52,0,0,5370.02,475.04,0,3438.29,333.15,0,203396.01,1907.88,82837.66,322600.40,0,140758.08,0,200721.10,70.13,31,63880.40,10435.04,0,0,0,0,0,20160418,90264.76,130883.56,0,0,1560.55,3438.29,333.15,0,0,0,0,0,0,0,0,0
01,1687,20151201,201603,237117.19,236614.09,275989.30,227951.89,4869.70,0,0,3792.50,38740.21,635,0,0,39375.21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,83.30,0,0,7114.25,446.03,0,4427.59,336.71,0,109957.21,652.41,63538.65,243376,-9045.46,82683.11,-11981.77,109523.48,75.49,31,41980,7632.71,0,0,0,0,0,20160418,84006.08,111223.61,0,525836.59,2486.80,4427.59,336.71,0,0,0,0,0,0,0,0,0
